frame_id,steering_angle
1479425441182870000,0.029602217
1479425441232700000,0.029573841
1479425441282730000,0.030162918
1479425441332800000,0.03047904
1479425441382790000,0.029757962
1479425441432720000,0.029667576
1479425441482740000,0.029841962
1479425441532800000,0.030429069
1479425441582720000,0.030085468
1479425441632720000,0.030341494
1479425441682730000,0.030494819
1479425441732800000,0.029563589
1479425441782730000,0.029885079
1479425441832810000,0.030217818
1479425441882830000,0.030367534
1479425441932840000,0.030021425
1479425441982780000,0.030268297
1479425442032870000,0.029547454
1479425442082750000,0.029827159
1479425442132850000,0.029614936
1479425442182760000,0.029774699
1479425442232820000,0.030349844
1479425442282860000,0.030268604
1479425442332890000,0.030453832
1479425442382850000,0.029672117
1479425442432790000,0.029907838
1479425442482890000,0.03024349
1479425442532770000,0.030310165
1479425442582800000,0.02992704
1479425442632820000,0.030197969
1479425442682740000,0.030331867
1479425442732800000,0.029829048
1479425442782860000,0.030293553
1479425442832830000,0.030381313
1479425442882820000,0.030022552
1479425442932800000,0.030243555
1479425442982800000,0.029764029
1479425443032820000,0.0301692
1479425443082810000,0.029785178
1479425443132820000,0.02996793
1479425443182850000,0.029538575
1479425443232860000,0.029629183
1479425443282870000,0.029782387
1479425443332890000,0.03023971
1479425443382870000,0.029824038
1479425443432900000,0.029749235
1479425443483010000,0.029851234
1479425443533010000,0.030380368
1479425443582970000,0.030425198
1479425443632940000,0.029760204
1479425443682980000,0.029903805
1479425443732860000,0.030405813
1479425443782890000,0.030193841
1479425443833010000,0.029822759
1479425443882910000,0.030473253
1479425443933130000,0.030319666
1479425443983180000,0.029507073
1479425444033110000,0.029655249
1479425444083190000,0.030404378
1479425444133120000,0.030377801
1479425444183140000,0.029667753
1479425444233200000,0.030241587
1479425444283130000,0.03003518
1479425444333220000,0.029868467
1479425444383180000,0.029668382
1479425444434590000,0.030079248
1479425444483190000,0.029500759
1479425444533170000,0.030042623
1479425444583250000,0.029962124
1479425444633280000,0.030345758
1479425444683290000,0.029534644
1479425444733250000,0.030118325
1479425444783290000,0.030471543
1479425444833280000,0.029863625
1479425444883280000,0.029608135
1479425444933320000,0.030311661
1479425444983260000,0.030296881
1479425445033270000,0.030432388
1479425445083280000,0.029672101
1479425445133330000,0.030094132
1479425445183320000,0.029722312
1479425445233400000,0.029856053
1479425445283440000,0.029926586
1479425445333360000,0.030421651
1479425445383320000,0.029896499
1479425445433490000,0.029520382
1479425445483380000,0.030407761
1479425445533480000,0.029640651
1479425445583430000,0.02955735
1479425445633420000,0.030492018
1479425445683320000,0.029914723
1479425445733400000,0.029515291
1479425445783300000,0.030183945
1479425445833350000,0.030235674
1479425445883480000,0.029943286
1479425445933390000,0.029502605
1479425445983500000,0.029812542
1479425446033440000,0.030410088
1479425446083420000,0.02962826
1479425446133410000,0.030279454
1479425446183460000,0.029935056
1479425446233460000,0.029701579
1479425446283440000,0.029625046
1479425446333430000,0.029528243
1479425446383420000,0.029925627
1479425446433450000,0.030232629
1479425446483370000,0.029503186
1479425446533500000,0.029998022
1479425446583470000,0.029671319
1479425446633520000,0.029904821
1479425446683580000,0.030447131
1479425446733570000,0.030169724
1479425446783610000,0.029693394
1479425446833540000,0.029924351
1479425446883530000,0.030117016
1479425446933540000,0.029564353
1479425446983600000,0.029968193
1479425447033570000,0.030399814
1479425447083590000,0.030146778
1479425447133460000,0.029847938
1479425447183540000,0.029721347
1479425447233480000,0.029845041
1479425447283720000,0.030088595
1479425447333690000,0.029902327
1479425447383620000,0.030326922
1479425447433620000,0.030031258
1479425447483670000,0.029843866
1479425447533660000,0.029750585
1479425447583640000,0.029959009
1479425447633640000,0.029581346
1479425447683670000,0.029843322
1479425447733720000,0.029640872
1479425447783780000,0.030196356
1479425447833680000,0.030338267
1479425447883690000,0.029644747
1479425447933700000,0.030402322
1479425447983820000,0.02956422
1479425448033740000,0.03030239
1479425448083720000,0.030306069
1479425448133780000,0.029626834
1479425448183780000,0.029681636
1479425448233780000,0.029934125
1479425448283740000,0.03028663
1479425448333820000,0.029657876
1479425448383790000,0.030347566
1479425448433770000,0.029796052
1479425448483790000,0.03011406
1479425448533880000,0.030147582
1479425448583860000,0.030176346
1479425448633840000,0.030394646
1479425448683820000,0.030474718
1479425448733880000,0.0303179
1479425448783840000,0.030133895
1479425448833950000,0.030154687
1479425448883920000,0.030456892
1479425448933870000,0.029892642
1479425448983870000,0.030487049
1479425449034010000,0.029629639
1479425449083980000,0.029858582
1479425449134000000,0.030234896
1479425449183970000,0.030308714
1479425449233990000,0.030193168
1479425449283960000,0.030264582
1479425449333970000,0.030379538
1479425449383980000,0.029583789
1479425449434020000,0.030451044
1479425449483980000,0.030260538
1479425449534040000,0.029779191
1479425449584050000,0.03016239
1479425449634010000,0.030057676
1479425449684120000,0.03031014
1479425449734020000,0.030190943
1479425449784080000,0.029748449
1479425449834130000,0.029599838
1479425449884080000,0.029529042
1479425449934080000,0.029621284
1479425449984130000,0.0304437
1479425450034140000,0.030265259
1479425450084070000,0.029732156
1479425450134190000,0.029776403
1479425450184170000,0.029676389
1479425450234140000,0.029663728
1479425450284140000,0.030076684
1479425450334260000,0.030118852
1479425450384170000,0.02998803
1479425450434160000,0.030415804
1479425450484140000,0.029925937
1479425450534180000,0.030236432
1479425450584160000,0.029992027
1479425450634250000,0.030339812
1479425450684220000,0.029958407
1479425450734200000,0.029596227
1479425450784240000,0.030156577
1479425450834260000,0.030154605
1479425450884230000,0.030104095
1479425450934340000,0.030310906
1479425450984300000,0.029594523
1479425451034280000,0.029650185
1479425451084310000,0.030104572
1479425451134300000,0.030279957
1479425451184280000,0.030070285
1479425451234410000,0.02989225
1479425451284350000,0.029523616
1479425451334280000,0.030187395
1479425451384380000,0.029904203
1479425451434320000,0.030264023
1479425451484360000,0.029683799
1479425451534390000,0.029826457
1479425451584430000,0.030434904
1479425451634350000,0.029830413
1479425451684380000,0.029592273
1479425451734350000,0.0297129
1479425451784390000,0.030248674
1479425451834380000,0.029667384
1479425451884420000,0.030438176
1479425451934440000,0.030035865
1479425451984400000,0.029696538
1479425452034450000,0.030422828
1479425452084410000,0.030307638
1479425452134520000,0.030477993
1479425452184460000,0.02952332
1479425452234330000,0.03042705
1479425452284370000,0.029932893
1479425452334560000,0.030333689
1479425452384620000,0.029728902
1479425452434540000,0.029509887
1479425452484600000,0.029882333
1479425452534550000,0.029765705
1479425452584560000,0.029728109
1479425452634550000,0.029755214
1479425452684560000,0.030476146
1479425452734630000,0.029518674
1479425452784600000,0.029770284
1479425452834600000,0.030302419
1479425452884610000,0.029860864
1479425452934600000,0.02974229
1479425452984630000,0.029822847
1479425453034670000,0.030418489
1479425453084680000,0.029663134
1479425453134710000,0.029891395
1479425453184660000,0.029884479
1479425453234720000,0.029604669
1479425453284690000,0.029854076
1479425453334710000,0.030418315
1479425453384690000,0.029526621
1479425453434770000,0.029791224
1479425453484710000,0.030143516
1479425453534880000,0.03007177
1479425453584740000,0.029848482
1479425453634740000,0.0303737
1479425453684790000,0.030434332
1479425453734790000,0.029733714
1479425453784760000,0.030120044
1479425453834830000,0.029789329
1479425453884780000,0.030046224
1479425453934840000,0.030047436
1479425453984830000,0.030126008
1479425454034830000,0.02955407
1479425454084830000,0.029529697
1479425454134870000,0.03019103
1479425454184880000,0.030177163
1479425454234880000,0.029592071
1479425454284860000,0.030451675
1479425454334880000,0.029821651
1479425454384960000,0.03007906
1479425454434860000,0.029555281
1479425454484870000,0.030049883
1479425454534960000,0.029597733
1479425454584960000,0.030014712
1479425454634980000,0.030285152
1479425454684960000,0.030066631
1479425454734970000,0.030092852
1479425454784960000,0.029556406
1479425454834990000,0.02988287
1479425454885020000,0.030402255
1479425454935000000,0.030427768
1479425454985020000,0.029732073
1479425455034970000,0.029764407
1479425455084980000,0.029905565
1479425455135190000,0.030018491
1479425455185040000,0.03009118
1479425455235020000,0.029908039
1479425455285050000,0.029590311
1479425455335090000,0.030066149
1479425455385070000,0.029567373
1479425455435060000,0.030150201
1479425455485080000,0.030144971
1479425455535120000,0.030260842
1479425455585090000,0.029810632
1479425455635120000,0.03042134
1479425455685130000,0.029584177
1479425455735100000,0.029721096
1479425455785130000,0.030444795
1479425455835190000,0.030141508
1479425455885180000,0.029787312
1479425455935220000,0.030166479
1479425455985210000,0.030218407
1479425456035190000,0.030296612
1479425456085190000,0.029766724
1479425456135200000,0.030348351
1479425456185230000,0.030491381
1479425456235220000,0.029768392
1479425456285280000,0.030242579
1479425456335230000,0.030073533
1479425456385300000,0.029676124
1479425456435270000,0.030296354
1479425456485280000,0.029733526
1479425456535170000,0.029639885
1479425456585270000,0.029606191
1479425456635790000,0.030164893
1479425456685300000,0.030093348
1479425456735290000,0.02960555
1479425456785300000,0.030031746
1479425456835250000,0.03049927
1479425456885290000,0.030149915
1479425456935430000,0.030120791
1479425456985190000,0.029914332
1479425457035290000,0.029919365
1479425457085310000,0.029809922
1479425457135310000,0.030158804
1479425457185320000,0.030064749
1479425457235450000,0.029980083
1479425457285390000,0.030472959
1479425457335680000,0.029651565
1479425457385400000,0.030355571
1479425457435360000,0.029721381
1479425457485440000,0.030443991
1479425457535450000,0.029768797
1479425457585440000,0.029743458
1479425457635450000,0.030265522
1479425457685490000,0.029891337
1479425457735460000,0.030482194
1479425457785460000,0.030484454
1479425457835460000,0.030292699
1479425457885460000,0.029871446
1479425457935440000,0.030230806
1479425457985570000,0.030014441
1479425458035510000,0.030363593
1479425458085490000,0.030221281
1479425458136360000,0.029920451
1479425458185510000,0.030220123
1479425458235500000,0.030077536
1479425458285570000,0.029560959
1479425458335570000,0.029916086
1479425458385560000,0.029991916
1479425458435510000,0.030200687
1479425458485590000,0.030093201
1479425458535550000,0.030299179
1479425458585630000,0.029650829
1479425458635620000,0.030316297
1479425458685600000,0.030206309
1479425458735630000,0.029880263
1479425458785720000,0.029927368
1479425458835610000,0.02951456
1479425458885670000,0.029950946
1479425458935560000,0.029971219
1479425458985700000,0.030202124
1479425459035780000,0.029672038
1479425459085790000,0.029869566
1479425459135780000,0.02990892
1479425459185780000,0.030245616
1479425459235820000,0.030199643
1479425459285810000,0.029529568
1479425459335810000,0.030391779
1479425459385780000,0.030369146
1479425459435780000,0.030022645
1479425459485750000,0.029702505
1479425459535760000,0.030494963
1479425459585770000,0.030412165
1479425459636460000,0.029837855
1479425459685840000,0.030286099
1479425459735910000,0.02994712
1479425459786000000,0.030463908
1479425459835830000,0.030185665
1479425459885870000,0.029719401
1479425459935830000,0.030445959
1479425459985890000,0.029949571
1479425460035890000,0.030420793
1479425460085910000,0.029798227
1479425460135910000,0.029693723
1479425460185890000,0.029980402
1479425460235890000,0.030394434
1479425460285870000,0.029543401
1479425460335910000,0.030453486
1479425460385920000,0.029884083
1479425460435930000,0.029874517
1479425460485910000,0.030256655
1479425460535990000,0.029927332
1479425460585910000,0.029969902
1479425460636020000,0.02984628
1479425460686010000,0.029600242
1479425460735970000,0.030143871
1479425460786020000,0.029583489
1479425460836120000,0.029767378
1479425460886060000,0.030463186
1479425460936030000,0.029995555
1479425460986060000,0.029986342
1479425461036040000,0.029642685
1479425461086020000,0.030036804
1479425461136090000,0.030284695
1479425461186040000,0.03046767
1479425461236050000,0.029881966
1479425461286090000,0.029626141
1479425461336130000,0.030480956
1479425461386150000,0.030099234
1479425461436090000,0.030302206
1479425461486110000,0.029713524
1479425461536090000,0.030090671
1479425461586110000,0.029518623
1479425461636210000,0.029771353
1479425461686220000,0.030327321
1479425461736150000,0.029730096
1479425461786110000,0.029767601
1479425461836050000,0.029906098
1479425461886140000,0.030441065
1479425461936230000,0.029974982
1479425461986240000,0.029753742
1479425462036290000,0.029836929
1479425462086330000,0.029707211
1479425462136370000,0.029787849
